"Nr","Lat","Long","Municipio","CodIbge","Estado","Bioma","AreaKm2","Desmatamento2000","incremento2001","incremento2002","incremento2003","incremento2004","incremento2005","incremento2006","incremento2007","incremento2008","incremento2009","incremento2010","incremento2011","incremento2012","incremento2013","incremento2014","incremento2015","incremento2016","incremento2017","incremento2018","incremento2019","incremento2020","incremento2021","incremento2022","Floresta2022","NaoFloresta","Hidrografia"
354,-5.34858086749998,-48.1516409571114,"Buriti do Tocantins",1703800,"TO","Amazônia",248.34892,211,0.4,0,0.8,0,0.1,0,0.1,0.1,0,0,0,0,0,0.2,0,0,0,0,0,0.1,0,0,-0.1,28.7,5
355,-6.09755043349995,-47.8512402033571,"Cachoeirinha",1703826,"TO","Cerrado",351.76363,97.3,2,2,1.6,1.6,1.8,1.8,1.9,1.9,0.1,0.1,0.5,0.5,0.1,0.5,0.9,0.5,0.1,0.1,0.7,2.8,1.6,2.9,227.9,0,0
356,-8.21556669799995,-46.7696281376227,"Campos Lindos",1703842,"TO","Cerrado",3213.4064,381.4,51.6,51.6,90.8,90.8,19.7,19.7,21.1,21.1,13.5,13.5,47.6,47.6,40.9,24.8,21.4,31.3,22.7,16.6,19.4,19.7,13.9,29.4,2101.5,0,1.4
357,-11.9472654539999,-49.1396376485055,"Cariri do Tocantins",1703867,"TO","Cerrado",1128.55904,552.1,33.2,33.2,8.5,8.5,16.7,16.7,9.4,9.4,5.5,5.5,6.4,6.4,11,8.1,15.5,8.1,5.1,2.7,3,2.2,6,5.1,340.2,0,9.8
358,-7.03752201399996,-48.3750413438715,"Carmolândia",1703883,"TO","Amazônia",340.33618,295.6,0.2,5.5,1.3,1.2,0.9,0,0.6,0.1,0,0,0.5,0,0,0.1,0.2,0,0,0,0.1,0,0.2,0.3,31,0,0.3
359,-5.33101134999995,-48.0045801750004,"Carrasco Bonito",1703891,"TO","Amazônia",193.47033,129.6,0.3,0.6,0,0,0.2,0.1,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.8,57.4,3.4
360,-9.37031467549997,-49.8449919946273,"Caseara",1703909,"TO","Cerrado",1683.70178,555.3,29.4,29.4,34.6,34.6,34,34,14.7,14.7,22.8,22.8,6.3,6.3,95,13.7,16.8,5.8,5.3,10.8,4.5,8.1,4.4,7.4,638.9,0,33.6
361,-9.07513055199996,-47.4379199230102,"Centenário",1704105,"TO","Cerrado",1944.23759,20.1,6.4,6.4,13.4,13.4,24.1,24.1,18.1,18.1,4.4,4.4,10,10,14.5,16.2,19,20.7,18.4,17.7,13.5,22.9,9.3,22.8,1592.2,0,3.7
362,-10.166694625,-49.172504156345,"Chapada de Areia",1704600,"TO","Cerrado",661.81496,125.7,11.7,11.7,18,18,17.1,17.1,6.8,6.8,8.7,8.7,4.3,4.3,14.7,1.6,8.8,3.1,4.4,4.4,5.2,13.2,8,10.4,328.5,0,0.1
363,-11.5139010014999,-47.828998048245,"Chapada da Natividade",1705102,"TO","Cerrado",1641.99828,137,26,26,15.8,15.8,23.5,23.5,16.5,16.5,14.9,14.9,18.3,18.3,42.2,19.1,35.9,9,17.2,11.9,9.1,10.9,12.6,15.7,1081.1,0,9.5
364,-8.15368715199994,-48.5698470201952,"Colinas do Tocantins",1705508,"TO","Amazônia",271.91448,263.1,1.9,1.2,0,0.3,1.5,0,0,0.3,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,-392.1,0,0
365,-8.05790020399996,-48.5076928824939,"Colinas do Tocantins",1705508,"TO","Cerrado",571.64839,457.1,2.8,2.8,1.7,1.7,4.2,4.2,4.1,4.1,4.7,4.7,2.5,2.5,2.4,3.7,0.9,3,0.9,0.6,1.4,0.7,0.2,0.2,60.1,0,0
366,-12.834636145,-46.4898169922553,"Combinado",1705557,"TO","Cerrado",210.06928,59.5,11.1,11.1,3.1,3.1,6.2,6.2,1.9,1.9,0.8,0.8,1.8,1.8,3.3,2,2.3,0.7,0.3,2.1,2,0.6,0.1,1.3,85.7,0,0
367,-12.1486016889999,-47.2877141541053,"Conceição do Tocantins",1705607,"TO","Cerrado",2526.59749,52.4,16.6,16.6,7.5,7.5,9.9,9.9,5.5,5.5,12.1,12.1,9,9,12.9,18.2,34.8,1.2,12.1,12,6.2,12.8,24.4,27.6,2185.5,0,4.7
368,-8.32824561899996,-49.0001335609965,"Couto Magalhães",1706001,"TO","Amazônia",147.41806,125.5,2.4,3.7,0.3,0.3,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,-90,9.8,0
369,-8.44628769299993,-49.192028125246,"Couto Magalhães",1706001,"TO","Cerrado",1442.11144,186.7,31.5,31.5,21,21,46.4,46.4,18.5,18.5,50.6,50.6,10.6,10.6,34.9,13.6,22.5,10.3,5,12.1,10.6,12.5,18.7,23.7,730.6,0,3.4
370,-10.63787637,-49.3119240742813,"Cristalândia",1706100,"TO","Cerrado",1846.2682,290.3,23.3,23.3,57.5,57.5,27.7,27.7,20.8,20.8,19.3,19.3,17.4,17.4,67.9,28,75.3,19.9,18.4,21.3,6.4,16,16.3,19.5,933.8,0,1.1
371,-11.1566771044999,-49.0641532793758,"Crixás do Tocantins",1706258,"TO","Cerrado",972.5376,294.3,31.3,31.3,14.7,14.7,14.8,14.8,9.3,9.3,4.2,4.2,3.4,3.4,26.1,18.6,17,14.4,7.5,12.7,6.5,3.8,1.8,2.5,407.8,0,3.7
372,-6.62751899999996,-48.094446255363,"Darcinópolis",1706506,"TO","Amazônia",117.11584,62.7,0.4,1.6,3,0.7,2.8,0.9,0,0.3,0.2,0,0.1,0,0.1,0,0,0,0,0,0.1,1,0.6,0,-18.3,25.5,0
373,-6.77179301749996,-47.7089770739806,"Darcinópolis",1706506,"TO","Cerrado",1522.07264,158.4,25.5,25.5,33.8,33.8,23.3,23.3,13.8,13.8,11,11,10.1,10.1,16.3,11.4,31,8.6,14.9,23,13.6,8.3,11.7,24.9,931.5,0,33.6
374,-11.7971012824999,-46.9768600880132,"Dianópolis",1707009,"TO","Cerrado",3213.53226,77.4,37.7,37.7,22.3,22.3,31.6,31.6,18.7,18.7,14.6,14.6,19.9,19.9,31.6,32.6,42.2,10.3,24.5,38.9,10.5,10,19.2,36.1,2563.2,0,26.5
375,-9.64019182649994,-49.4115415981404,"Divinópolis do Tocantins",1707108,"TO","Cerrado",2358.40552,444.5,41.1,41.1,50.1,50.1,60.6,60.6,23.8,23.8,36.5,36.5,26.4,26.4,46,14.2,49,14.8,37.3,18.9,17.7,26.6,20.9,16.3,1171,0,3.7
376,-9.14042892949996,-48.7800672001225,"Dois Irmãos do Tocantins",1707207,"TO","Amazônia",0.41105,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-62.1,0.2,0
377,-9.33367135349997,-49.0204850637276,"Dois Irmãos do Tocantins",1707207,"TO","Cerrado",3749.26911,385.1,36.4,36.4,49.7,49.7,84.8,84.8,33.9,33.9,113,113,26.4,26.4,68.4,28.6,66.3,51.1,36.3,41.5,51.9,47.3,47,64.6,2172.2,0,0.5
378,-11.3788780785,-49.3667034358244,"Dueré",1707306,"TO","Cerrado",3428.91321,716.1,113.3,113.3,69,69,57.8,57.8,44,44,23.3,23.3,12,12,74.3,30,42.3,28.5,44.1,32.3,47.6,29.1,30.1,23.5,1677.3,0,14.2
379,-5.31173698199996,-48.5134451656256,"Esperantina",1707405,"TO","Amazônia",513.08346,194.4,12.3,0.4,1.6,0.9,1.5,0.2,0.6,1.1,1.3,0.7,0.1,0.3,0.3,0,0,0.5,0,0.2,0.6,0.8,0.2,0.3,15.9,225.3,51.4
380,-10.8298437715,-48.9023972643122,"Fátima",1707553,"TO","Cerrado",383.87138,114.5,18.5,18.5,2.5,2.5,4.1,4.1,5.8,5.8,3.5,3.5,2.8,2.8,6.8,5.5,8.1,2.3,2.3,1.2,3.9,1.1,2.1,2.7,157.6,0,0.4
381,-12.2399829845,-49.4122101132325,"Figueirópolis",1707652,"TO","Cerrado",1933.19086,775.8,54.2,54.2,30.4,30.4,21.1,21.1,14.3,14.3,12.9,12.9,9.5,9.5,24.6,20.3,23.1,13.6,7.1,7.3,8.2,9.7,3.8,8.7,732.6,0,13.3
382,-7.51453020799994,-47.8601494965612,"Filadélfia",1707702,"TO","Cerrado",1983.62462,123.6,21,21,23.1,23.1,49.7,49.7,15,15,16.3,16.3,34.7,34.7,12.6,13,35.4,19.9,12.4,9.8,17.5,24.3,17.6,19.7,1284.9,0,72.5
383,-12.1201368775,-50.3684521145393,"Formoso do Araguaia",1708205,"TO","Cerrado",13424.46325,1532.7,137.4,137.4,113.9,113.9,48.5,48.5,49.4,49.4,42.3,42.3,43.9,43.9,67.4,44.8,67.2,26.4,34.1,29.5,37.8,22.5,28.7,28.5,10358.9,0,274.7
384,-9.17395732249993,-48.6641415634913,"Tabocão",1708254,"TO","Amazônia",38.13002,38.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-364.6,0,0
385,-9.07681622399997,-48.5775516418869,"Tabocão",1708254,"TO","Cerrado",582.68479,432.7,4,4,9,9,2.2,2.2,3.1,3.1,1.4,1.4,3,3,1.1,3.7,2,4.6,2.3,1.5,0.3,0.3,0.6,0.9,86.6,0,0
386,-9.05583947349997,-48.7734019766208,"Goianorte",1708304,"TO","Amazônia",46.77459,39.7,0.7,0.6,0.8,0.1,0.9,0,0,0.1,0.1,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,-55.4,1.6,0
387,-8.88634883149996,-49.0339431739217,"Goianorte",1708304,"TO","Cerrado",1746.22482,150,34.2,34.2,33.4,33.4,54.4,54.4,13.9,13.9,97.4,97.4,20.3,20.3,47.7,24.8,44.1,25.5,12.6,14.8,21.9,16.4,12.9,22.3,844.7,0,0.9
388,-8.02127396849994,-47.4753814714678,"Goiatins",1709005,"TO","Cerrado",6413.73095,86.7,19.3,19.3,33.6,33.6,72.8,72.8,48.6,48.6,31.6,31.6,67.9,67.9,82.1,71.6,58.6,54.8,61.2,26,48.2,48.6,60.6,64.5,5179.8,0,22.8
389,-8.74611051699998,-48.6306719067708,"Guaraí",1709302,"TO","Amazônia",446.67777,442.7,0.2,0.3,0,0.1,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,-566.9,0,0
390,-8.76637629299998,-48.3672481032882,"Guaraí",1709302,"TO","Cerrado",1830.46239,677.8,27.2,27.2,46.4,46.4,26.5,26.5,20.8,20.8,13.4,13.4,11.6,11.6,15.1,15.9,15.7,16.2,13.6,3.4,10.7,9.6,7.1,15.2,730.1,0,7.7
391,-11.658901639,-48.9184134418398,"Gurupi",1709500,"TO","Cerrado",1816.31731,779.5,44.4,44.4,9.8,9.8,11.9,11.9,13.8,13.8,9.7,9.7,10.2,10.2,16.2,20,19.9,11.6,17.9,8.5,5.4,7.9,6.6,7.5,689.6,0,25.8
392,-11.119900195,-48.4236694349172,"Ipueiras",1709807,"TO","Cerrado",816.33273,92,12.5,12.5,6.8,6.8,5.7,5.7,10.9,10.9,3,3,11.8,11.8,17.4,4.5,14.9,6.4,27.1,4.2,4.7,6.4,4.5,6.9,501.2,0,24.6
393,-8.50134677549994,-47.6142540655612,"Itacajá",1710508,"TO","Cerrado",3049.36082,178.6,26,26,33.4,33.4,32.1,32.1,39.7,39.7,21.6,21.6,19.4,19.4,21.3,35.4,42.1,34.9,19,24.7,25.7,28.3,33.2,31.7,2228.6,0,1.2
394,-5.78837172599995,-47.60601809913,"Itaguatins",1710706,"TO","Cerrado",747.38447,332,8.6,8.6,6.6,6.6,12.7,12.7,10.7,10.7,3.5,3.5,6,6,2.1,5.5,8.2,3.7,2.6,4,5.1,2.9,3.4,12,258.1,0,10.9
395,-8.29968352349994,-48.0449444441431,"Itapiratins",1710904,"TO","Cerrado",1238.61107,141.4,20.8,20.8,37.7,37.7,32.1,32.1,28.4,28.4,28.4,28.4,31.3,31.3,17.6,17.2,19.3,22.4,6.6,20.1,3.2,4.5,6.2,11.4,585.1,0,25.2
396,-8.43914918899995,-48.7606133032906,"Itaporã do Tocantins",1711100,"TO","Amazônia",972.64022,895.7,9.8,9.6,1.3,5.2,0.8,0,0.6,0.7,0.1,0.2,0.2,0.3,0.4,0.3,0.3,2,0,0.2,0,0.2,0,0.2,39.9,0,0
397,-12.8564465715,-48.6772268562912,"Jaú do Tocantins",1711506,"TO","Cerrado",2167.32003,434.7,45,45,41.9,41.9,18,18,21.4,21.4,22.2,22.2,35.5,35.5,19.8,29.6,34.8,20.7,10.9,11.8,7.9,10,14.3,15.5,1184.3,0,4.6
398,-8.11283651499993,-49.090871714872,"Juarina",1711803,"TO","Amazônia",232.48891,165.8,3.5,1.1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,-29.4,41.1,9.3
399,-8.16706797949996,-49.1235061718788,"Juarina",1711803,"TO","Cerrado",257.27418,78.8,7,7,3.5,3.5,4.9,4.9,3.8,3.8,2.3,2.3,0,0,3.1,1.5,1.2,9.7,0.6,3.8,0.5,4.6,4.7,4.9,100.7,0,0
400,-11.049996785,-50.2183932529474,"Lagoa da Confusão",1711902,"TO","Cerrado",10564.55818,642.7,56.8,56.8,85.8,85.8,43.6,43.6,31.1,31.1,47,47,31.9,31.9,73.6,38.8,67.5,21.5,25.4,37,22.6,28.2,39,25.7,8760,0,189.6
401,-10.344694506,-47.4968646531261,"Lagoa do Tocantins",1711951,"TO","Cerrado",912.97956,14.3,1.2,1.2,2.1,2.1,3.7,3.7,2.8,2.8,5,5,6.9,6.9,10.6,18.7,7.7,9.1,16.7,9.9,21.4,15.5,17.7,16.8,710,0,0
402,-9.84020562949993,-48.2857786855472,"Lajeado",1712009,"TO","Cerrado",319.87239,27.5,0.5,0.5,4.1,4.1,1.7,1.7,0.7,0.7,0.8,0.8,2.9,2.9,3,0.5,1.4,1.5,0.6,0,0.5,0.2,1.5,1.3,231.4,0,28.5
403,-12.8230460109999,-46.3423066108982,"Lavandeira",1712157,"TO","Cerrado",517.96879,68.5,8.9,8.9,5.9,5.9,7.7,7.7,5.6,5.6,1.4,1.4,2.6,2.6,4.4,3,3.1,1.1,0.9,0.5,0.6,1.2,6.4,11.7,350.3,0,1.2
404,-9.49561372699995,-46.8293916490951,"Lizarda",1712405,"TO","Cerrado",5724.35659,37.8,10.8,10.8,7.9,7.9,10.3,10.3,10.2,10.2,2.8,2.8,10.6,10.6,12,10.4,10.8,7.9,11.2,25.6,22.9,29.2,14,47.6,5385.3,0,4.5
405,-6.21418118749997,-47.8480279217632,"Luzinópolis",1712454,"TO","Cerrado",280.02181,150.1,0.1,0.1,0.1,0.1,2,2,1.3,1.3,0.1,0.1,0.2,0.2,0.2,0.1,0.6,5.4,1.6,1.6,1.9,0.6,1.4,0.1,108.4,0,0
406,-9.77133029399997,-49.7601159212115,"Marianópolis do Tocantins",1712504,"TO","Cerrado",2086.17815,559.9,71.1,71.1,64.9,64.9,40.6,40.6,28.8,28.8,43.5,43.5,13.3,13.3,19.8,14.5,41.9,17.3,14,12.7,7.8,8,11.3,12,833.7,0,8.6
407,-10.7029479361724,-46.540399219874,"Mateiros",1712702,"TO","Cerrado",9676.06544,228.8,48.8,48.8,51.3,51.3,28.3,28.3,73.9,73.9,65.5,65.5,30.7,30.7,63.4,49.9,17.8,18.8,39.6,48.1,16,43,21.4,12.5,8514.8,0,4.7
408,-6.02083109999995,-47.5703040341571,"Maurilândia do Tocantins",1712801,"TO","Cerrado",737.34248,140.4,3.3,3.3,2.9,2.9,3.1,3.1,5.8,5.8,1.3,1.3,3.1,3.1,1.8,1.4,4,0.7,0.9,1,1.4,1.5,1.7,2.3,529.5,0,11.4
409,-9.71493162299996,-48.6157526546171,"Miracema do Tocantins",1713205,"TO","Cerrado",2663.02405,703.2,11.3,11.3,113.7,113.7,34.9,34.9,21.3,21.3,24.7,24.7,23.4,23.4,39.2,35.1,32.3,29.9,26.3,10.5,19,13.4,17.7,15.3,1167.7,0,94.7
410,-9.20499175349994,-48.6392034069952,"Miranorte",1713304,"TO","Amazônia",3.45648,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-314.6,0,0
411,-9.39520558999996,-48.6664392367774,"Miranorte",1713304,"TO","Cerrado",1029.59542,640.1,6.6,6.6,41.6,41.6,7.5,7.5,8.6,8.6,7.3,7.3,10.4,10.4,10.3,9.8,11.3,7.5,4.3,3.4,6,2.6,2.9,1.3,163.4,0,1.9
412,-10.7362256405,-48.0230748387041,"Monte do Carmo",1713601,"TO","Cerrado",3601.5447,474.2,31.1,31.1,52.3,52.3,26.4,26.4,24.5,24.5,11.9,11.9,33.4,33.4,55.5,30.8,45.4,24.4,34.7,29,38.4,22.5,24.8,29.1,2424.4,0,8.5
413,-9.98709045599998,-49.1117921495859,"Monte Santo do Tocantins",1713700,"TO","Cerrado",1080.62328,252.9,12.1,12.1,29.6,29.6,34.2,34.2,7.2,7.2,14,14,5.8,5.8,15.1,10.1,23.7,11,12.9,17.5,12.5,28.1,11.3,12.3,465.9,0,1.2
414,-6.58683991249995,-47.6552243972806,"Palmeiras do Tocantins",1713809,"TO","Cerrado",749.42962,204.3,17.5,17.5,9.1,9.1,13.1,13.1,7.9,7.9,6.1,6.1,9.6,9.6,5.1,4.1,10.3,17.1,6.8,7.1,3.3,5.5,3.5,4.2,336.4,0,15
415,-7.01574038899994,-48.7690009762793,"Muricilândia",1713957,"TO","Amazônia",1195.44372,932.5,1.5,5.4,0,7.2,5.1,1.8,0.9,2.5,0.8,1.1,0.6,0.4,0.3,0.2,4.3,0.5,0,0.5,0.1,0.3,0.8,0.4,211.4,0,21.9
416,-11.726179666,-47.6255863557918,"Natividade",1714203,"TO","Cerrado",3257.79576,103.4,13.2,13.2,28,28,35.3,35.3,22.5,22.5,23,23,21.4,21.4,44.1,31.9,33.9,23,29.5,35.8,29.6,14.8,30,22.4,2565.3,0,6.4
417,-6.32359916399997,-47.7826611568592,"Nazaré",1714302,"TO","Cerrado",394.22116,267.2,0.9,0.9,1.2,1.2,5.7,5.7,4.3,4.3,0.3,0.3,0.5,0.5,0.1,1.9,1.1,3.7,0.4,0.3,0.6,0.9,1.3,2.7,87.7,0,0
418,-7.51167906199995,-48.5338103542701,"Nova Olinda",1714880,"TO","Amazônia",176.77031,169.8,0,0,0,0.3,0.2,0.2,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,-622.9,0,0
419,-7.65449825699994,-48.3455851467361,"Nova Olinda",1714880,"TO","Cerrado",1390.97841,648.4,10.6,10.6,13.4,13.4,17,17,6.2,6.2,4,4,6.1,6.1,2.7,3.4,14.3,11.8,10.6,4.4,3.2,6.6,4,5.7,560,0,0.2
420,-10.5279488485,-48.997147881851,"Nova Rosalândia",1715002,"TO","Cerrado",522.14419,194.7,1.5,1.5,22.3,22.3,2.3,2.3,5.3,5.3,6.5,6.5,4,4,10.7,5,12.6,3,4,5.3,2.4,3.9,2.9,4.1,188.3,0,1.1
421,-10.1605554265,-47.206191090246,"Novo Acordo",1715101,"TO","Cerrado",2673.69997,19.9,2.3,2.3,10.1,10.1,11.4,11.4,9.8,9.8,11,11,13.9,13.9,29.4,21.2,23.8,17.9,7.8,23.4,37.3,14.5,15,55.1,2288.9,0,1.7
422,-12.8875697304999,-46.5848338681077,"Novo Alegre",1715150,"TO","Cerrado",200.84562,82.6,10.2,10.2,4.8,4.8,2.9,2.9,1.1,1.1,0.9,0.9,1.5,1.5,1,1,2,0,0.2,0,0.1,0.1,0.3,0.8,69.4,0,0
423,-11.806522249,-46.6526758934972,"Novo Jardim",1715259,"TO","Cerrado",1302.2826,61.6,17.6,17.6,5.4,5.4,9.7,9.7,4.5,4.5,6.8,6.8,6.8,6.8,15.9,8.6,8.6,8.9,17.1,3.5,6.3,13.5,12.2,3.9,1032.9,0,7.2
424,-10.6609039239999,-48.8748197274025,"Oliveira de Fátima",1715507,"TO","Cerrado",207.00929,69.2,2.3,2.3,14.9,14.9,2.4,2.4,1.3,1.3,2.1,2.1,0.3,0.3,7.3,0.8,3.8,0.9,0.9,1.2,0.3,0.1,2.3,2.5,71.2,0,0.1
425,-7.84682159149995,-48.176305438293,"Palmeirante",1715705,"TO","Cerrado",2643.14232,187.4,13.5,13.5,36.2,36.2,75.7,75.7,34.6,34.6,25,25,64.2,64.2,24.8,33.8,33.5,33.5,29,14.6,11.8,29.2,61.7,56.2,1598.5,0,30.6
426,-13.0414748785,-48.3306824320707,"Palmeirópolis",1715754,"TO","Cerrado",1706.63801,411.9,54.6,54.6,20.4,20.4,12.9,12.9,12.7,12.7,19.1,19.1,13.3,13.3,5.7,16.9,17.8,5.3,8.2,10.8,10.8,9.2,7.1,9.8,907.2,0,19.3
427,-10.214402166,-48.8667365863503,"Paraíso do Tocantins",1716109,"TO","Cerrado",1295.2444,466.3,5,5,35.3,35.3,12.1,12.1,7.7,7.7,11,11,8.6,8.6,31,9.6,24.2,9.7,10.8,8.4,7.5,5.3,7.3,5.9,548.3,0,1.3
428,-12.7532122009999,-47.787691745226,"Paranã",1716208,"TO","Cerrado",11221.33463,169.8,50.6,50.6,38.2,38.2,68.7,68.7,44.5,44.5,48.5,48.5,48.3,48.3,36.9,84.6,92.7,35.8,50.9,57.8,69.7,114.1,135,174.4,9392.9,0,209.1
429,-7.50739171199996,-49.0160567332928,"Pau D'Arco",1716307,"TO","Amazônia",1239.63358,979.7,0.7,2,0.1,3.8,11.9,0.7,2.1,1.6,0.5,0.2,0.2,0.2,0.2,0.4,0.5,0.9,0.4,0.1,0.1,0,0.3,0.5,3.6,73,29.7
430,-7.64282025599996,-48.5611553915178,"Pau D'Arco",1716307,"TO","Cerrado",135.85014,123.2,0,0,0,0,0,0,0.4,0.4,0.1,0.1,0,0,0,0.1,0,0.1,0,0.3,0.3,0,0,0.3,9.5,0,0
431,-9.20498823749995,-48.0029617804464,"Pedro Afonso",1716505,"TO","Cerrado",2019.97292,466.5,17.5,17.5,35.7,35.7,21.8,21.8,10.4,10.4,7.1,7.1,19.9,19.9,18.2,24.7,32.9,15.3,17,13.8,19.3,8.6,10.5,48.9,1099.2,0,19.3
432,-11.9314289255,-48.5895229460963,"Peixe",1716604,"TO","Cerrado",5291.84739,1420.2,171.1,171.1,65.2,65.2,59,59,52.7,52.7,39.6,39.6,69.6,69.6,112.7,92.8,113.6,32.2,38.5,38.9,28.8,31.1,33.6,31.8,2228.8,0,173.5
433,-8.34973817299993,-48.90708240249,"Pequizeiro",1716653,"TO","Amazônia",864.00234,756.6,23.3,12.5,4.2,4,4.7,0.1,0.1,0.8,0.2,0.1,0.1,0,0,0.1,0,0.5,0.6,0,0.3,0,0,0,14.2,4.3,0
434,-8.58875855199997,-48.9982253982843,"Pequizeiro",1716653,"TO","Cerrado",342.98422,50,7.2,7.2,3.3,3.3,15.6,15.6,3.3,3.3,25.7,25.7,2.4,2.4,6.3,3.9,11,4.8,2.7,3.1,2.9,2.6,2.1,4.8,132.7,0,0
435,-8.88971438899996,-48.730032644603,"Colméia",1716703,"TO","Amazônia",699.40016,629.1,11.1,6,3.4,2.8,2.2,0.7,0.2,0.6,0.4,0.2,0,0.7,0.2,0,0,0.5,0,0,0.9,0.4,0.6,0.5,-80.6,22.8,0
436,-8.77655244349995,-48.8323921158955,"Colméia",1716703,"TO","Cerrado",304.62751,124,7.8,7.8,1.6,1.6,10.2,10.2,2.1,2.1,23.2,23.2,2.6,2.6,2.5,2.7,3.9,2.4,0.6,1.1,1.1,1.5,1.2,2.2,66.1,0,0
437,-11.1952374824999,-47.5785626800728,"Pindorama do Tocantins",1717008,"TO","Cerrado",1560.08527,98.2,41,41,18.2,18.2,15.7,15.7,22.5,22.5,16.4,16.4,19.2,19.2,11.8,17.9,20.5,7.2,13.5,7.5,9.6,12.2,15.8,12.3,1067.1,0,0.4
438,-6.71465069349995,-48.2538164246618,"Piraquê",1717206,"TO","Amazônia",1238.7586,1011.8,4.6,12.9,6.6,3.2,8.8,2.6,1.4,1.2,1.3,0.8,0.4,0,0.7,0.5,0.9,0.3,0.5,0.2,1.9,0.9,1.4,4,121.4,8.6,0.4
439,-6.92404693349997,-48.148261035424,"Piraquê",1717206,"TO","Cerrado",131.04102,38.2,0.6,0.6,1.2,1.2,1.2,1.2,3.4,3.4,0.3,0.3,0,0,4.4,0.1,0.3,0.1,0,0.4,0.6,0.1,5.1,0.6,67.5,0,0
440,-9.94399400999995,-50.0212532972109,"Pium",1717503,"TO","Cerrado",10003.69338,933.5,96.5,96.5,91,91,92.2,92.2,48.3,48.3,43.7,43.7,32.3,32.3,88.9,74.8,101.2,69.3,56.9,63.4,47,38.3,27,51.4,7348.5,0,294.9
441,-12.0677498174999,-46.5751041328277,"Ponte Alta do Bom Jesus",1717800,"TO","Cerrado",1808.70186,75.6,8.3,8.3,11.4,11.4,19,19,5.9,5.9,11.7,11.7,10.6,10.6,18.9,22.1,19.1,6.4,21,27,12.5,11.8,13.2,24.4,1410.7,0,11.2
442,-10.7529809784999,-47.3706195721797,"Ponte Alta do Tocantins",1717909,"TO","Cerrado",6482.23665,125.9,14.7,14.7,33.6,33.6,15.3,15.3,10.3,10.3,17.6,17.6,18.1,18.1,31.9,22.6,60.8,37.5,29.8,29.4,26.1,29.8,35.4,60.2,5759.2,0,14.1
443,-11.5521944645,-47.0656143042302,"Porto Alegre do Tocantins",1718006,"TO","Cerrado",504.47834,26.5,3.8,3.8,4.9,4.9,3.5,3.5,2.8,2.8,3.9,3.9,6.7,6.7,5.7,5.4,4.6,2.2,2.1,8.1,2.1,5.1,3.8,7.7,373.4,0,6.3
444,-10.5493428965,-48.5463184679382,"Porto Nacional",1718204,"TO","Cerrado",4431.32143,1386.5,28.4,28.4,76.4,76.4,27.3,27.3,33,33,24.9,24.9,28.2,28.2,94.9,51.3,62.9,32.8,33.1,25.1,22.8,28.3,28.4,34.8,1859.1,0,334.4
445,-5.48829226199993,-47.7842007625429,"Praia Norte",1718303,"TO","Cerrado",290.72327,192.1,6.3,6.3,1.3,1.3,3.1,3.1,8.1,8.1,3,3,1.9,1.9,1,1.2,4.6,1.5,1.8,0.6,3.2,1.2,1.9,1.9,24.6,0,6.9
446,-8.43251098749998,-48.6089546140951,"Presidente Kennedy",1718402,"TO","Amazônia",185.29958,179.8,0.1,0,0,0.1,0,0,0,0.3,0.1,0,0.3,0.2,0,0.2,0,0.5,0,0,0,0,0,0,-156.2,0,0
447,-8.46639824399995,-48.4232803590229,"Presidente Kennedy",1718402,"TO","Cerrado",588.89777,180.7,7.3,7.3,14.9,14.9,11.8,11.8,9.9,9.9,8.3,8.3,4.3,4.3,7.7,0.8,15.3,0.8,3.3,1.4,2,0.7,0.8,0.3,261.2,0,0
448,-10.4197536649999,-48.8608511399082,"Pugmil",1718451,"TO","Cerrado",397.56838,160.4,2.1,2.1,16.1,16.1,2.6,2.6,2.6,2.6,1.5,1.5,1.8,1.8,11.4,5,8.2,2,3.3,2.3,0.3,1.7,4.3,5.7,138,0,0.6
449,-8.69520286049996,-47.1098178943018,"Recursolândia",1718501,"TO","Cerrado",2206.01899,33.7,8,8,3,3,7.8,7.8,8.2,8.2,6.1,6.1,6.1,6.1,2.2,10.7,19.1,16,16.1,10,15.8,21.2,11.4,23.2,1948.1,0,0.2
450,-6.47470086249996,-48.089958389273,"Riachinho",1718550,"TO","Amazônia",485.3065,413.6,3.1,3.5,3.8,2.2,2.5,0.4,0.2,1.6,0.1,0.3,0.2,0,0.2,0.5,0.7,0.3,0.3,0.3,0.6,0.9,0,0.3,38,0.4,0
