cod_ibge,nome_mun,sigla_uf,rede_geral_2022,fossa_2022,outra_2022,nada_2022,rede_geral_2010,fossa_2010,outra_2010,nada_2010,rede_geral_2000,fossa_2000,outra_2000,nada_2000
2112456,Turilândia,MA,0.51,3.13,96.05,0.31,0.33,6.09,84.11999999999999,9.45,0.0,0.27,28.63,71.1
2112704,Vargem Grande,MA,5.85,6.99,74.94999999999999,12.2,5.08,14.95,51.62,28.34,0.07,0.76,24.57,74.61
2112803,Viana,MA,7.43,22.02,68.87,1.68,0.17,29.6,60.580000000000005,9.64,0.07,16.49,45.83,37.61
2112852,Vila Nova dos Martírios,MA,1.51,2.84,94.9,0.75,0.4,0.58,92.51,6.51,0.0,3.27,58.150000000000006,38.58
2112902,Vitória do Mearim,MA,1.26,0.61,96.99,1.14,2.32,16.95,75.88000000000001,4.85,0.35,25.98,57.9,15.77
2113009,Vitorino Freire,MA,1.33,14.99,81.97999999999999,1.71,1.28,9.55,76.79999999999998,12.38,0.14,3.69,49.41999999999999,46.75
2114007,Zé Doca,MA,5.06,23.07,71.19,0.69,1.61,8.07,82.66999999999999,7.64,0.28,18.03,44.760000000000005,36.94
5100102,Acorizal,MT,1.54,13.56,84.67,0.22,0.46,7.81,90.75,0.98,0.07,60.61,3.53,35.8
5100201,Água Boa,MT,7.97,17.43,74.11,0.49,2.1,12.01,84.79,1.11,1.21,6.97,82.53,9.29
5100250,Alta Floresta,MT,31.83,14.31,53.85,0.0,14.77,3.28,81.62,0.32,0.38,4.95,90.96,3.72
5100300,Alto Araguaia,MT,15.95,7.53,76.52000000000001,0.0,4.58,3.04,91.28,1.11,25.93,8.29,59.080000000000005,6.69
5100359,Alto Boa Vista,MT,1.4,67.49,22.61,8.51,0.0,25.97,65.44,8.59,0.0,14.8,56.11000000000001,29.1
5100409,Alto Garças,MT,1.99,4.84,93.15,0.02,2.19,1.43,95.32,1.05,1.81,0.6,92.6,4.99
5100508,Alto Paraguai,MT,19.26,4.74,75.7,0.3,7.61,15.02,64.57000000000001,12.82,1.11,0.4,68.65,29.84
5100607,Alto Taquari,MT,1.81,4.42,93.77,0.0,1.59,0.25,98.13,0.04,0.43,9.08,88.85,1.64
5100805,Apiacás,MT,0.89,9.98,87.03,2.1,0.85,4.59,90.71,3.86,0.23,1.77,73.69,24.32
5101001,Araguaiana,MT,0.27,2.75,96.91,0.07,0.18,2.85,95.39,1.56,0.1,3.42,90.84,5.64
5101209,Araguainha,MT,3.92,4.66,91.19,0.25,9.56,0.0,89.67,0.78,0.0,0.0,88.25,11.75
5101258,Araputanga,MT,23.32,12.44,64.2,0.04,9.77,1.32,88.16,0.75,3.51,6.54,87.18,2.77
5101308,Arenápolis,MT,5.59,27.68,66.74,0.0,4.95,12.77,81.17999999999999,1.1,5.88,2.42,85.96999999999998,5.74
5101407,Aripuanã,MT,4.43,21.6,73.7,0.26,1.53,2.38,94.35,1.73,0.09,19.79,55.59,24.53
5101605,Barão de Melgaço,MT,13.66,6.28,79.94,0.12,9.81,13.05,68.1,9.05,5.58,16.13,42.760000000000005,35.52
5101704,Barra do Bugres,MT,24.32,30.72,44.92,0.04,19.87,7.49,71.27,1.37,10.13,5.59,80.52,3.77
5101803,Barra do Garças,MT,49.65,19.61,28.66,2.09,42.92,12.46,41.98,2.64,37.08,10.64,45.81999999999999,6.45
5101852,Bom Jesus do Araguaia,MT,0.77,19.08,79.59,0.57,0.39,1.82,91.15,6.64,0.0,0.0,0.0,0.0
5101902,Brasnorte,MT,10.0,22.49,63.44,4.07,0.64,7.79,89.19000000000001,2.39,0.24,0.69,72.63000000000001,26.44
5102504,Cáceres,MT,20.47,45.3,34.18,0.06,15.49,45.1,38.52,0.89,11.09,33.55,43.43,11.94
5102603,Campinápolis,MT,4.15,2.18,67.78999999999999,25.88,0.45,12.03,61.2,26.32,0.82,5.46,61.12,32.61
5102637,Campo Novo do Parecis,MT,5.05,67.7,27.22,0.03,5.69,16.88,76.83,0.61,6.65,1.07,90.86,1.42
5102678,Campo Verde,MT,55.49,25.78,18.71,0.02,1.16,9.43,89.02,0.4,1.41,2.81,92.64,3.14
5102686,Campos de Júlio,MT,0.52,72.17,27.130000000000003,0.17,1.99,1.6,96.07,0.33,0.0,0.88,98.63,0.5
5102694,Canabrava do Norte,MT,0.13,8.23,91.57,0.06,0.07,0.85,92.33,6.75,0.0,19.87,16.8,63.34
5102702,Canarana,MT,3.1,44.14,52.11,0.64,1.43,3.15,93.2,2.23,0.18,0.78,92.67,6.38
5102793,Carlinda,MT,0.18,15.94,83.72,0.16,0.18,4.74,93.5,1.59,0.03,0.45,91.22,8.3
5102850,Castanheira,MT,0.81,3.42,95.63,0.15,0.64,7.0,88.1,4.26,0.0,0.61,74.76,24.63
5103007,Chapada dos Guimarães,MT,5.85,35.94,58.0,0.2,3.02,30.5,60.99,5.49,0.25,13.14,71.36,15.25
5103056,Cláudia,MT,45.1,38.41,16.48,0.03,16.79,1.43,80.39,1.4,0.15,3.44,89.87,6.54
5103106,Cocalinho,MT,1.49,6.9,91.62000000000002,0.0,0.06,1.82,96.82,1.29,0.22,0.22,94.25,5.31
5103205,Colíder,MT,26.84,8.13,65.03,0.0,14.7,3.32,81.57000000000001,0.41,0.16,1.51,95.58,2.75
5103254,Colniza,MT,1.01,18.08,80.77999999999999,0.12,0.09,3.01,92.14,4.76,0.0,0.0,0.0,0.0
5103304,Comodoro,MT,2.89,43.08,52.06,1.96,0.86,19.1,75.92999999999999,4.12,0.26,17.64,61.58999999999999,20.5
5103353,Confresa,MT,9.88,29.48,60.4,0.23,0.23,22.8,72.05,4.91,0.07,0.21,55.15,44.57
5103361,Conquista D'Oeste,MT,0.9,13.44,81.46000000000001,4.2,1.77,5.02,89.75999999999999,3.45,0.0,0.0,0.0,0.0
5103379,Cotriguaçu,MT,0.9,3.86,94.88,0.36,0.09,4.56,95.08,0.28,0.21,1.32,81.35,17.12
5103403,Cuiabá,MT,71.2,18.45,10.33,0.02,57.54,23.33,18.85,0.28,51.46,22.22,24.58,1.73
5103437,Curvelândia,MT,0.84,18.16,80.95,0.06,0.59,0.46,98.02,0.93,0.0,0.0,0.0,0.0
5103452,Denise,MT,0.93,4.52,94.52,0.04,1.66,4.61,93.19,0.54,8.92,4.61,82.62000000000002,3.85
5103502,Diamantino,MT,25.43,23.19,51.330000000000005,0.05,7.54,15.54,76.28000000000002,0.65,1.37,0.91,93.79,3.93
5103601,Dom Aquino,MT,27.53,16.85,55.59,0.03,2.3,3.77,92.99,0.95,0.64,0.3,92.8,6.26
5103700,Feliz Natal,MT,0.96,6.63,85.85000000000001,6.57,0.71,5.44,90.23999999999998,3.61,0.3,2.8,83.16,13.74
5103809,Figueirópolis D'Oeste,MT,0.17,1.24,98.6,0.0,0.17,1.58,96.6,1.66,0.09,0.27,74.13,25.51
5103858,Gaúcha do Norte,MT,1.27,31.98,52.07,14.69,1.32,9.49,77.85,11.34,0.11,15.91,76.78999999999999,7.18
5103908,General Carneiro,MT,8.97,0.95,79.8,10.29,1.05,17.23,70.32,11.39,0.0,0.19,74.83,24.98
5103957,Glória D'Oeste,MT,0.63,4.13,95.24,0.0,0.29,6.01,92.73,0.97,0.0,0.31,95.53,4.15
5104104,Guarantã do Norte,MT,11.31,39.28,49.36,0.04,0.66,1.86,96.73,0.75,0.29,1.94,88.39999999999999,9.36
5104203,Guiratinga,MT,51.11,24.01,24.81,0.07,47.9,16.8,33.99,1.3,46.76,1.49,48.18,3.57
5104500,Indiavaí,MT,2.51,39.43,57.83,0.24,3.32,0.8,95.08,0.8,0.0,2.91,94.91,2.19
5104526,Ipiranga do Norte,MT,1.96,20.7,77.3,0.04,0.26,1.86,97.63,0.26,0.0,0.0,0.0,0.0
5104542,Itanhangá,MT,1.41,13.48,85.11,0.0,0.89,1.34,97.64,0.13,0.0,0.0,0.0,0.0
5104559,Itaúba,MT,3.1,5.11,91.72,0.06,0.79,8.42,90.64,0.14,0.19,0.93,95.68,3.21
5104609,Itiquira,MT,1.7,41.88,56.4,0.02,1.6,1.55,96.52,0.33,0.92,12.28,84.41,2.4
5104807,Jaciara,MT,18.85,63.95,17.16,0.05,4.49,30.81,64.2,0.5,0.79,31.52,64.71000000000001,2.98
5104906,Jangada,MT,0.71,2.75,96.38,0.16,0.51,7.38,85.39000000000001,6.72,0.37,10.8,45.14,43.69
5105002,Jauru,MT,25.17,15.04,59.690000000000005,0.1,1.12,10.3,87.45,1.12,0.62,0.52,73.91000000000001,24.95
5105101,Juara,MT,20.06,35.04,44.85,0.04,5.04,10.96,83.21,0.79,0.71,9.04,84.97,5.27
5105150,Juína,MT,3.47,20.26,74.78,1.49,0.92,6.96,91.22,0.91,0.12,3.02,87.35,9.51
5105176,Juruena,MT,0.28,10.72,88.95,0.06,2.42,28.17,67.42,1.98,1.17,0.22,89.47999999999999,9.13
5105200,Juscimeira,MT,13.11,20.3,66.52,0.07,6.15,1.23,90.83,1.79,2.52,2.02,83.85000000000001,11.62
5105234,Lambari D'Oeste,MT,3.89,7.66,88.45,0.0,1.18,5.09,92.07,1.66,0.67,9.07,67.82000000000001,22.46
5105259,Lucas do Rio Verde,MT,40.54,34.73,24.730000000000004,0.0,21.83,25.55,52.53,0.09,0.76,4.82,93.98,0.45
5105309,Luciara,MT,2.44,2.19,94.27,1.1,0.46,0.3,95.43,3.81,0.0,0.17,76.35000000000001,23.49
5105507,Vila Bela da Santíssima Trindade,MT,11.25,27.28,61.35,0.13,3.69,9.4,85.24000000000001,1.67,0.2,7.31,68.02,24.47
5105580,Marcelândia,MT,2.69,8.41,88.62,0.29,0.91,1.26,95.88,1.95,0.57,1.16,90.14,8.14
5105606,Matupá,MT,9.03,52.1,38.720000000000006,0.15,0.31,8.92,88.19999999999999,2.58,0.1,0.47,84.36000000000001,15.06
5105622,Mirassol d'Oeste,MT,22.96,17.79,59.18,0.06,25.95,4.95,67.91000000000001,1.19,23.8,0.98,71.50999999999999,3.71
5105903,Nobres,MT,1.82,84.47,13.62,0.08,1.34,18.76,78.28,1.63,0.3,15.92,68.0,15.78
5106000,Nortelândia,MT,11.05,20.94,67.96000000000001,0.05,11.58,2.74,84.94000000000001,0.75,13.33,2.34,77.37999999999998,6.96
5106109,Nossa Senhora do Livramento,MT,2.33,48.28,48.85,0.54,0.59,28.73,66.48000000000002,4.2,0.0,1.54,56.260000000000005,42.2
5106158,Nova Bandeirantes,MT,0.43,10.01,89.4,0.16,2.0,22.06,75.36,0.58,0.5,0.0,68.17,31.33
5106174,Nova Nazaré,MT,2.45,47.15,35.32,15.07,1.18,7.37,73.55000000000001,17.89,0.0,0.0,0.0,0.0
5106182,Nova Lacerda,MT,3.09,11.78,82.71,2.42,0.67,40.43,58.22,0.67,0.35,9.99,59.82000000000001,29.85
5106190,Nova Santa Helena,MT,1.06,0.2,98.47,0.27,0.09,10.61,87.95,1.35,0.0,0.0,0.0,0.0
5106208,Nova Brasilândia,MT,0.97,0.58,98.38,0.06,0.97,19.86,75.92999999999999,3.24,0.9,6.61,73.15,19.35
5106216,Nova Canaã do Norte,MT,1.12,2.42,96.45,0.0,0.31,15.01,82.49,2.18,0.03,0.58,85.22,14.17
5106224,Nova Mutum,MT,4.85,38.11,57.04,0.0,1.65,30.06,68.01,0.28,0.43,2.79,94.39,2.39
5106232,Nova Olímpia,MT,0.73,1.71,97.36,0.21,1.98,4.37,93.01,0.65,1.0,2.41,87.46,9.14
5106240,Nova Ubiratã,MT,1.87,8.06,89.51,0.56,2.33,2.8,94.14,0.73,0.12,6.78,85.98,7.13
5106257,Nova Xavantina,MT,50.19,27.58,22.160000000000004,0.06,11.48,12.62,73.81,2.09,2.49,0.85,86.80000000000001,9.86
5106265,Novo Mundo,MT,1.03,28.72,70.19999999999999,0.04,0.04,0.8,98.66,0.49,0.0,4.63,74.46,20.91
5106273,Novo Horizonte do Norte,MT,1.2,31.08,67.72999999999999,0.0,0.25,7.21,91.96,0.59,0.0,0.35,61.35,38.3
5106281,Novo São Joaquim,MT,28.43,3.82,65.97000000000001,1.77,2.67,22.73,70.39,4.22,0.37,4.04,70.51,25.08
5106299,Paranaíta,MT,0.98,5.86,93.01,0.15,0.12,0.65,97.89,1.34,0.04,5.47,70.37,24.13
5106307,Paranatinga,MT,8.01,38.5,52.580000000000005,0.92,9.22,9.12,80.36999999999999,1.28,0.38,0.86,87.67,11.09
5106315,Novo Santo Antônio,MT,0.27,13.04,86.69,0.0,0.0,12.21,69.41,18.39,0.0,0.0,0.0,0.0
5106372,Pedra Preta,MT,22.59,14.62,62.76,0.05,6.15,5.76,86.9,1.19,7.99,1.03,86.83000000000001,4.15
5106422,Peixoto de Azevedo,MT,14.94,47.46,35.35000000000001,2.25,4.89,1.9,88.76,4.45,4.86,3.44,72.91,18.78
5106455,Planalto da Serra,MT,0.63,0.27,99.11,0.0,6.37,0.0,91.19,2.43,0.14,19.89,54.81,25.17
5106505,Poconé,MT,2.45,19.82,77.6,0.13,1.18,2.73,92.54999999999998,3.53,0.52,14.0,65.39,20.09
5106653,Pontal do Araguaia,MT,6.67,35.39,57.93,0.0,1.15,15.82,81.94,1.09,0.77,0.86,87.60999999999999,10.76
5106703,Ponte Branca,MT,0.6,0.24,98.8,0.36,0.62,0.46,98.61,0.31,0.15,66.1,21.78,11.96
5106752,Pontes e Lacerda,MT,50.73,12.5,36.7,0.05,32.89,2.79,63.70000000000001,0.62,9.55,1.99,79.65,8.8
5106778,Porto Alegre do Norte,MT,8.01,4.79,86.42,0.79,0.53,4.39,87.42,7.65,0.05,4.73,58.48,36.75
5106802,Porto dos Gaúchos,MT,2.83,54.86,42.27,0.05,1.82,5.23,91.65,1.31,0.07,4.31,83.17,12.46
5106828,Porto Esperidião,MT,16.26,21.58,62.14,0.03,3.45,1.16,90.66,4.73,0.49,3.69,77.68,18.14
5106851,Porto Estrela,MT,7.21,11.96,80.49000000000001,0.34,5.18,29.04,60.59,5.18,0.0,0.27,85.83000000000001,13.91
5107008,Poxoréu,MT,16.06,11.09,71.2,1.66,10.52,29.83,56.99,2.65,8.79,2.08,70.89,18.23
5107040,Primavera do Leste,MT,70.64,14.58,14.78,0.0,19.91,27.66,52.260000000000005,0.18,11.63,7.55,79.38000000000001,1.44
5107065,Querência,MT,3.01,17.53,76.27,3.18,2.0,4.13,88.16,5.72,0.11,0.44,81.04,18.42
5107107,São José dos Quatro Marcos,MT,13.01,29.22,57.73,0.04,9.32,10.35,79.55000000000001,0.79,1.8,74.5,20.82,2.88
5107156,Reserva do Cabaçal,MT,1.2,11.63,86.93,0.24,1.57,13.18,83.78999999999999,1.45,0.15,1.2,84.21000000000001,14.44
5107180,Ribeirão Cascalheira,MT,4.0,6.02,87.24,2.74,0.33,36.13,57.75,5.78,0.0,2.42,72.24999999999999,25.34
5107198,Ribeirãozinho,MT,39.11,0.3,60.2,0.4,31.49,0.81,63.26,4.44,0.0,0.83,80.63000000000001,18.54
5107206,Rio Branco,MT,13.02,0.69,86.24000000000001,0.06,0.3,1.07,97.57,1.07,0.28,0.21,86.42999999999999,13.09
5107248,Santa Carmem,MT,3.18,46.27,50.38,0.17,0.77,9.13,89.85000000000001,0.26,0.69,2.33,93.7,3.29
5107263,Santo Afonso,MT,5.64,30.2,64.16,0.0,1.58,9.11,88.51,0.79,0.0,1.95,70.44,27.62
5107297,São José do Povo,MT,0.09,0.61,99.12,0.18,2.25,4.59,92.54,0.61,0.37,9.62,69.19,20.83
5107305,São José do Rio Claro,MT,1.45,17.4,81.11999999999999,0.04,2.03,1.5,96.06,0.41,0.31,0.99,93.4,5.28
5107354,São José do Xingu,MT,5.01,6.15,85.38,3.46,0.73,3.43,93.86,1.98,0.47,0.33,53.3,45.9
5107404,São Pedro da Cipa,MT,6.73,11.55,81.58000000000001,0.13,2.7,1.39,94.05,1.85,4.27,1.15,78.76,15.83
5107578,Rondolândia,MT,0.19,5.21,94.6,0.0,0.0,3.4,90.11,6.49,0.0,0.0,0.0,0.0
5107602,Rondonópolis,MT,86.34,5.55,8.0,0.11,31.53,16.89,51.3,0.28,26.9,9.93,60.940000000000005,2.23
5107701,Rosário Oeste,MT,15.25,14.09,70.58,0.09,5.38,10.34,78.91,5.38,0.38,4.59,66.39999999999999,28.63
5107743,Santa Cruz do Xingu,MT,4.49,13.15,82.24000000000001,0.11,0.0,30.74,65.12,4.13,0.0,0.0,0.0,0.0
5107750,Salto do Céu,MT,1.01,4.04,94.94,0.0,0.55,4.21,93.53,1.72,0.16,39.16,45.73,14.95
5107768,Santa Rita do Trivelato,MT,21.52,47.43,31.05,0.0,0.0,2.93,96.93,0.14,0.0,0.0,0.0,0.0
5107776,Santa Terezinha,MT,0.17,2.27,95.98,1.58,0.29,44.87,38.5,16.33,0.14,27.83,44.13,27.9
5107792,Santo Antônio do Leste,MT,0.62,7.2,92.18,0.0,1.57,1.57,96.09,0.78,0.0,0.0,0.0,0.0
5107800,Santo Antônio de Leverger,MT,3.69,28.4,67.4,0.53,1.65,8.58,87.74000000000001,2.05,0.68,18.44,59.150000000000006,21.74
5107859,São Félix do Araguaia,MT,2.03,13.69,82.52000000000001,1.77,0.49,17.13,76.28,6.1,0.14,0.87,85.69999999999999,13.29
5107875,Sapezal,MT,8.19,71.65,19.74000000000001,0.42,1.87,39.09,58.38,0.67,0.76,4.18,92.36,2.71
5107883,Serra Nova Dourada,MT,0.0,0.94,98.76,0.31,0.23,8.43,83.6,7.74,0.0,0.0,0.0,0.0
5107909,Sinop,MT,18.43,27.68,53.87,0.01,0.86,10.28,88.69999999999999,0.16,0.23,6.04,92.25,1.48
5107925,Sorriso,MT,20.03,35.6,44.36,0.0,1.27,11.08,87.58,0.07,0.19,23.9,73.92,1.99
5107941,Tabaporã,MT,1.03,13.85,85.06,0.06,2.85,6.58,89.71000000000001,0.84,0.07,0.3,92.16,7.47
5107958,Tangará da Serra,MT,20.92,27.25,51.74,0.1,13.15,26.65,59.17,1.03,1.48,36.25,58.48,3.8
5108006,Tapurah,MT,1.98,18.66,79.36,0.0,0.77,19.33,79.71000000000001,0.19,1.15,5.41,88.95,4.49
5108055,Terra Nova do Norte,MT,0.86,14.59,84.39999999999999,0.16,0.45,11.87,87.30000000000001,0.39,0.44,6.59,81.85,11.12
5108105,Tesouro,MT,14.46,30.82,54.540000000000006,0.17,6.77,2.14,84.05999999999999,7.03,2.26,2.8,76.86,18.08
5108204,Torixoréu,MT,18.16,6.17,75.04,0.65,21.03,1.03,74.27,3.66,16.37,11.77,63.52,8.33
5108303,União do Sul,MT,0.23,52.73,46.52,0.53,0.79,0.35,96.16,2.72,0.1,0.0,96.03,3.88
5108352,Vale de São Domingos,MT,20.22,2.82,76.87,0.09,0.1,0.21,99.26,0.42,0.0,0.0,0.0,0.0
5108402,Várzea Grande,MT,37.28,35.04,27.64,0.05,20.49,27.85,51.28,0.38,10.95,29.76,55.53,3.75
5108501,Vera,MT,1.24,15.13,83.63000000000001,0.0,0.74,2.09,96.89,0.27,0.45,63.18,33.19,3.18
5108600,Vila Rica,MT,2.53,21.23,75.83,0.41,0.48,38.55,57.95,3.03,0.08,8.78,76.3,14.85
5108808,Nova Guarita,MT,19.4,43.95,36.59,0.06,0.0,1.0,97.81,1.2,0.0,1.31,74.02,24.67
5108857,Nova Marilândia,MT,1.21,71.31,27.48,0.0,0.33,0.43,97.94,1.3,0.33,0.33,89.34,10.0
5108907,Nova Maringá,MT,0.47,46.6,52.88,0.05,20.03,0.43,78.47,1.07,0.1,0.2,96.07,3.63
5108956,Nova Monte Verde,MT,0.3,1.17,98.53,0.0,0.12,4.09,94.95,0.84,0.06,0.96,70.37,28.62
